"actor_code","actor_name","url","final_url","status","title","site_name","heading","formerly","lang","fetched_at"
"BF107","Consultation Framework for NGOs and Active Associations in Education in Burkina Faso","https://cceb-bf.org/","https://cceb-bf.org/","200","CCEB-BURKINA – Cadre de Concertation des ONG et Associations Actives en Education de Base au Burkina Faso (CCEB- BF)","","","","fr-FR","2026-09-14 12:50"
"BF108","National Meteorological Agency, Burkina Faso","https://www.meteoburkina.bf/","","no response","","","","","","2026-09-14 12:50"
"BF109","Federation Nununa","https://nununabf.com/","https://nununabf.com/","200","Nununa – La Fédération Nununa","Nununa","","","fr-FR","2026-09-14 12:50"
"BF110","Network of Shea Butter Producers of Hauts-Bassins et Cascades","https://rpbhc.org/","https://rpbhc.org/","200","RPBHC – Réseau des Productrices de Beurre de Karité des Hauts Bassins et des Cascades","","CAMPAGNE KARITÉ 2026 « C’est Parti »","","fr-FR","2026-09-14 12:50"
"BF111","Association Bon Samaritain pour l’Épanouissement de la Jeunesse","https://absej.org/","","no response","","","","","","2026-09-14 12:50"
"BF112","Association for the Development of Rural Youth","https://infojeunesse.org/adijr/organisation-adijr-burkina/","","no response","","","","","","2026-09-14 12:51"
"BF113","Centre d'Etudes, de Documentation et de Recherches Economiques et Sociales","http://www.cedres.bf/","","no response","","","","","","2026-09-14 12:51"
"BF114","Association of Mango Professionals of Burkina Faso","https://www.boost-ae.net/fr/7_108/63a2fe27dfc8874276c14098/Association%20des%20Professionnels%20de%20la%20Mangue%20du%20Burkina%20(APROMA-B).html","https://www.boost-ae.net/fr/7_108/63a2fe27dfc8874276c14098/Association%20des%20Professionnels%20de%20la%20Mangue%20du%20Burkina%20(APROMA-B).html","200","BOOST-AE | Association des Professionnels de la Mangue du Burkina (APROMA-B)","","Association des Professionnels de la Mangue du Burkina (APROMA-B)","","en","2026-09-14 12:51"
"BF115","Brakina Brewery","https://www.brakina-bf.com/","https://www.brakina-bf.com/","307 no readable page","","","","","","2026-09-14 12:51"
"BF116","Technical Secretariat for Apiculture, Ministry of Animal and Fishing Resources, Burkina Faso","https://www.mielduburkina.com/sta/presentation#:~:text=Le%20Secr%C3%A9tariat%20Technique%20de%20l'Apiculture%20(STA)%20a%20%C3%A9t%C3%A9,%C3%A0%20celui%20de%20l'Union","https://www.mielduburkina.com/sta/presentation#:~:text=Le%20Secr%C3%A9tariat%20Technique%20de%20l'Apiculture%20(STA)%20a%20%C3%A9t%C3%A9,%C3%A0%20celui%20de%20l'Union","200","Miel du Burkina Faso","","","","fr","2026-09-14 12:51"
"BF117","Wend Puiré","https://www.wendpuire.org/","","no response","","","","","","2026-09-14 12:52"
"BF118","Gourma Honey","https://ipmiel.org/boutique/miel/","https://ipmiel.org/boutique/miel/","200","Miel du Gourma","Interprofession Miel du Burkina","Interprofession Miel du Burkina","","fr-FR","2026-09-14 12:52"
"BF119","Action for the Promotion of Local Initiatives","https://www.apilaction.net/","https://www.apilaction.net/","200","Bot Verification","","","","","2026-09-14 12:52"
"BF120","Morija","https://www.morija.org/","https://www.morija.org/","200","Morija – Agir pour un avenir meilleur en Afrique - Morija","Morija","Course solidaire Run2Help","","fr-FR","2026-09-14 12:52"
"BF121","Secrétariat Permanent des ONG du Burkina Faso","https://spong.bf/","https://spong.bf/","200","SPONG","","","","fr-FR","2026-09-14 12:52"
"BF122","Association Songui Manegre Aide au Développement Endogène","https://www.ongasmade.org/","https://ongasmade.org/","200","","","Bientôt","","fr-FR","2026-09-14 12:52"
"BF123","Mouvement Ecologique du Burkina Faso","https://www.en.cariassociation.org/content/location/26759","","no response","","","","","","2026-09-14 12:52"
"BF124","Urban Economic Development Agency, Burkina Faso","https://www.adeu-ouaga.bf/#:~:text=L'Agence%20du%20D%C3%A9veloppement%20Economique%20Urbain%20(ADEU)%20a%20pour,de%20la%20Commune%20de%20Ouagadougou.","https://www.adeu-ouaga.bf/#:~:text=L'Agence%20du%20D%C3%A9veloppement%20Economique%20Urbain%20(ADEU)%20a%20pour,de%20la%20Commune%20de%20Ouagadougou.","200","ADEU – Déterminé pour le développement de l’économie urbaine !","","","","fr-FR","2026-09-14 12:52"
"BF126","Agricultural Cooperative of Kénédougou","https://www.boost-ae.net/en/7_108/63a45cc1dfc8874276c1496a/Coop%C3%A9rative%20Agricole%20du%20K%C3%A9n%C3%A9dougou%20%20(COOPAKE%20).html","https://www.boost-ae.net/en/7_108/63a45cc1dfc8874276c1496a/Coop%C3%A9rative%20Agricole%20du%20K%C3%A9n%C3%A9dougou%20%20(COOPAKE%20).html","200","BOOST-AE | Coopérative Agricole du Kénédougou (COOPAKE )","","Agricultural Cooperative of Kénédougou (COOPAKE)","","en","2026-09-14 12:52"
"BF127","Union des Cooperatives de Productrices de Produits Karite du Houet","https://ucppk-houet.org/","https://ucppk-houet.org/","200","UCPPK-Houet — Karité du Burkina Faso","","Le karité du Burkina Faso, au cœur de notre mission","","fr","2026-09-14 12:52"
"BF128","Union of Cooperative Societies with Board of Directors of Organic and Fair Trade Mango Producers in the Hautes Bassins Region","https://upromabio.net/","https://upromabio.net/","200 no readable page","","","","","","2026-09-14 12:52"
"BF129","Paoline","https://paolinebf.onlc.fr/","https://paolinebf.onlc.fr/","200","PAOLINE","","PAOLINE","","fr","2026-09-14 12:52"
"BF130","Coopérative des Producteurs de Légumes Et de Fruits","https://www.fai.bf/projet/cooprolef/","","no response","","","","","","2026-09-14 12:52"
"BF131","UNION Sowdjoma","https://uscscascades.org","","no response","","","","","","2026-09-14 12:52"
"BF132","L’Union des Groupements Féminins Ce Dwane Nyee","https://ugfcdn.weebly.com/","","no response","","","","","","2026-09-14 12:53"
"BF133","Association Songtaab Yalgre","https://www.songtaab-yalgre.net/","https://www.songtaab-yalgre.net/","200","ASY – Une femme un revenu décent","","","","fr-FR","2026-09-14 12:53"
"BF134","Oxfam - Burkina Faso","https://www.oxfam.org/en/what-we-do/countries/burkina-faso","https://www.oxfam.org/en/what-we-do/countries/burkina-faso","200","Burkina Faso | Oxfam International","Oxfam International","Burkina Faso","","en","2026-09-14 12:53"
"BF147","Afrique Verte Burkina","http://www.afriqueverte.org/index.cfm?srub=65","https://www.afriqueverte.org/index.cfm?srub=65","200","Afrique Verte - Burkina Faso","","APROSSA - Afrique Verte Burkina","","","2026-09-14 12:53"
"BF149","Corade","https://corade.org/","https://corade.org/","200","CORADE – Aller Plus Loin Ensemble","","Aller Plus Loin Ensemble !","","fr-FR","2026-09-14 12:53"
"BF150","Burkinabe Agency for Standardization, Metrology and Quality","http://abnorm.bf/","http://abnorm.bf/","403","Web Filter Violation","","FortiGuard Intrusion Prevention - Access Blocked","","en","2026-09-14 12:53"
"BF151","Liptako-Gourma Integrated Development Authority","https://liptakogourma.org/","https://liptakogourma.org/","200","Autorité de Développement Intégré des Etats du Liptako-Gourma","","","","fr-FR","2026-09-14 12:53"
"BF152","The Guardian Angels of Nature","https://agn-burkinafaso.com/","https://agn-burkinafaso.com/","200","Les Anges-Gardiens de la Nature – Association des Eco-gardes du Burkina Faso","AGN","AGN","","fr-FR","2026-09-14 12:54"
"BF153","Afrik'Nature","https://afriknature.com/","https://afriknature.com/","200","Index of /","","Index of /","","","2026-09-14 12:54"
"BF156","Goo Bi Yazura","https://www.programmeppi.org/beneficiaire/goo-bi-yazura/","https://www.programmeppi.org/beneficiaire/goo-bi-yazura/","200","Goo Bi Yazura - UICN","UICN","Goo Bi Yazura","","fr-FR","2026-09-14 12:54"
"BF157","Association Nature et Developpement","https://associationnatudev.org/en/","","no response","","","","","","2026-09-14 12:54"
"BGD1","Green Delta Insurance Company","https://green-delta.com/","https://green-delta.com/","200","Green Delta Insurance - Best Insurance Company in Bangladesh","Green Delta Insurance","","","","2026-09-14 12:54"
"BJ1","National Institute of Agricultural Research Benin","https://inrab.org/","","no response","","","","","","2026-09-14 12:54"
"CAN1","The International Development Research","https://idrc-crdi.ca/en","https://idrc-crdi.ca/en","200","IDRC - International Development Research Centre","IDRC - International Development Research Centre","","","en","2026-09-14 12:54"
"CAN2","Canadian International Development Agency","http://www.acdi-cida.gc.ca","","no response","","","","","","2026-09-14 12:54"
"CAN3","Union des Producteurs Agricoles - International Development","https://www.agricord.org/en/agri-agencies/union-des-producteurs-agricoles-developpement-internationale","https://www.agricord.org/en/agri-agencies/union-des-producteurs-agricoles-developpement-internationale","200","Union des producteurs agricoles - Développement Internationale | agricord","agricord","Union des producteurs agricoles - Développement Internationale","","en","2026-09-14 12:55"
"CAN4","Global Affairs Canada","https://www.international.gc.ca/global-affairs-affaires-mondiales/home-accueil.aspx?lang=eng","https://international.canada.ca/en/global-affairs","200","Global Affairs Canada","GAC","Global Affairs Canada","","en","2026-09-14 12:55"
"CAN5","Government of Canada","https://www.canada.ca/en.html","https://www.canada.ca/en.html","200","Home - Canada.ca","","Canada.ca","","en","2026-09-14 12:55"
"CAN6","Viamo","https://viamo.io/","https://viamo.io/","200","#Viamo - Digital Made Easy","Viamo - Digital Made Easy","Digital Made Accessible","","en-US","2026-09-14 12:55"
"CAN7","Société de Coopération pour le Développement International","https://socodevi.org/","https://socodevi.org/","200","Socodevi Renforcer les coopératives pour construire un monde meilleur","Socodevi","Nous bâtissons la prospérité et la résilience grâce au pouvoir des coopératives","","fr-CA","2026-09-14 12:55"
"CAN8","Ministry of the Environment and the Fight Against Climate Change, Canada","https://www.environnement.gouv.qc.ca/index_en.asp","","no response","","","","","","2026-09-14 12:55"
"CAN9","Center for International Studies and Cooperation","https://www.ceci.ca/fr","https://ceci.org/","200","CECI | Renforcer le pouvoir des femmes et des filles","","Renforcer le pouvoir des femmes et des jeunes.","","fr","2026-09-14 12:55"
"CAN10","Ouranos Canada","https://www.ouranos.ca/fr","","no response","","","","","","2026-09-14 12:55"
"CAN11","Universite Laval Institut d'Economie Rurale","https://www.ulaval.ca/en","https://www.ulaval.ca/en","200","Welcome to Université Laval | ULaval | Quebec City, Canada","","Université Laval","","en","2026-09-14 12:56"
"CAN12","Canadian International Food Security Research Fund","https://climate-change.canada.ca/finance/details.aspx?id=2593and GoCTemplateCulture=fr-CA","","no response","","","","","","2026-09-14 12:56"
