id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
31843978,P096360,Angola - Water Sector Institutional Development Project,2020-02-28T05:00:00Z,Implementation Completion and Results Report,Angola,AO-AO-Water Sector Institutional Development -- P096360,to_screen,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/679551583423011856/pdf/Angola-Water-Sector-Institutional-Development-Project.pdf,http://documents.worldbank.org/curated/en/679551583423011856,Angola - Water Sector Institutional Development Project,ICR4814
32466111,P096367,Kenya - Water and Sanitation Service Improvement Project,2020-09-30T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-WATER AND SANITATION SERVICE IMPROVEMENT PROJECT -- P096367,to_screen,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/621561601995251348/pdf/Kenya-Water-and-Sanitation-Service-Improvement-Project.pdf,http://documents.worldbank.org/curated/en/621561601995251348,Kenya - Water and Sanitation Service Improvement Project,ICR5192
32544640,P096572,Nigeria - Third National Fadama Development Project,2020-10-26T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-THIRD NATIONAL  FADAMA  DEVELOPMENT  PROJECT  (FADAMA III) -- P096572,in_scope,TRUE,"Agriculture,Health, Nutrition and Population,Social Protections and Labor,Water Resources",http://documents.worldbank.org/curated/en/540261604338534589/pdf/Nigeria-Third-National-Fadama-Development-Project.pdf,http://documents.worldbank.org/curated/en/540261604338534589,Nigeria - Third National Fadama Development Project,ICR5215
30686283,P098459,Morocco - Oum Er Rbia Sanitation Project,2018-11-30T05:00:00Z,Implementation Completion and Results Report,Morocco,MA-Morocco Oum Er Rbia Sanitation -- P098459,to_screen,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/234071544564772003/pdf/icr00004571-11302018-636799897432095018.pdf,http://documents.worldbank.org/curated/en/234071544564772003,Morocco - Oum Er Rbia Sanitation Project,ICR4571
27056616,P098496,Tanzania - Science and Technology Higher Education Project,2016-07-27T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Science & Technology Higher Education -- P098496,to_screen,FALSE,"Education,Science and Technology Development",http://documents.worldbank.org/curated/en/335531482851692338/pdf/ICR-Main-Document-P098496-2016-12-21-Final-12212016.pdf,http://documents.worldbank.org/curated/en/335531482851692338,Tanzania - Science and Technology Higher Education Project,ICR3852
33660543,P098538,Ghana - Sustainable Land and Water Management Project,2021-11-30T05:00:00Z,Implementation Completion and Results Report,Ghana,GH-Sustainable Land and Water Management -- P098538,in_scope,FALSE,"Environment,Water Resources",http://documents.worldbank.org/curated/en/320281638846629890/pdf/Ghana-Sustainable-Land-and-Water-Management-Project.pdf,http://documents.worldbank.org/curated/en/320281638846629890,Ghana - Sustainable Land and Water Management Project,ICR5558
31244262,P099626,Malawi - Energy Sector Support Project,2019-06-17T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-Energy Sector Support Project -- P099626,to_screen,FALSE,"Energy,Environment,Private Sector Development",http://documents.worldbank.org/curated/en/973241562940720269/pdf/Malawi-Energy-Sector-Support-Project.pdf,http://documents.worldbank.org/curated/en/973241562940720269,Malawi - Energy Sector Support Project,ICR4654
26349513,P099811,Tunisia - Tunis West Sewerage Project,2016-04-30T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-TN-Tunis West Sewerage -- P099811,to_screen,FALSE,"Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/219571467990941892/pdf/ICR3586-P099811-Box394888B-OUO-9.pdf,http://documents.worldbank.org/curated/en/219571467990941892,Tunisia - Tunis West Sewerage Project,ICR3586
30239743,P099930,Mozambique - Health Service Delivery Project,2018-06-27T04:00:00Z,Implementation Completion and Results Report,Mozambique,MZ-Health Service Delivery Project -- P099930,to_screen,FALSE,"Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/179431530899724185/pdf/ICR00004502-06282018.pdf,http://documents.worldbank.org/curated/en/179431530899724185,Mozambique - Health Service Delivery Project,ICR4502
31250690,P100047,Egypt - Ain Sokhna Power Project,2019-06-26T04:00:00Z,Implementation Completion and Results Report,"Egypt, Arab Republic of",EG-EG-Ain Sokhna Power Project -- P100047,to_screen,FALSE,"Energy,Industry",http://documents.worldbank.org/curated/en/892801563296856758/pdf/Egypt-Ain-Sokhna-Power-Project.pdf,http://documents.worldbank.org/curated/en/892801563296856758,Egypt - Ain Sokhna Power Project,ICR2167
29692445,P101160,Burundi - Health Sector Development Support Project,2018-02-21T05:00:00Z,Implementation Completion and Results Report,Burundi,BI-Health Sector Development Support -- P101160,to_screen,FALSE,"Health, Nutrition and Population,Industry,Law and Development",http://documents.worldbank.org/curated/en/745481520272939686/pdf/ICR-P101160-02262018.pdf,http://documents.worldbank.org/curated/en/745481520272939686,Burundi - Health Sector Development Support Project,ICR4308
32187665,P101415,Senegal - Transport and Urban Mobility Project,2020-06-17T04:00:00Z,Implementation Completion and Results Report,World,SN-SENEGAL: TRANSPORT & URBAN MOBILITY PROJECT -- P101415,to_screen,FALSE,"Transport,Urban Development",http://documents.worldbank.org/curated/en/319731593403262722/pdf/Senegal-Transport-and-Urban-Mobility-Project.pdf,http://documents.worldbank.org/curated/en/319731593403262722,Senegal - Transport and Urban Mobility Project,ICR5096
27085285,P101434,Niger - Transport Sector Program Support Project,2016-12-30T05:00:00Z,Implementation Completion and Results Report,Niger,NE-Transport Sector Program Support Project -- P101434,to_screen,FALSE,"Transport,Urban Development",http://documents.worldbank.org/curated/en/335341484077204172/pdf/ICR00003767-12302016.pdf,http://documents.worldbank.org/curated/en/335341484077204172,Niger - Transport Sector Program Support Project,ICR3767
30329893,P101473,Ethiopia - Urban Water Supply and Sanitation Project,2018-06-29T04:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Urban Water Supply and Sanitation Project -- P101473,to_screen,FALSE,"Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/947771533572971799/pdf/Implementation-Completion-and-Results-Report-ICR-Document-08032018.pdf,http://documents.worldbank.org/curated/en/947771533572971799,Ethiopia - Urban Water Supply and Sanitation Project,ICR4470
24711378,P101556,Ethiopia - Second Electricity Access (Rural) Expansion Project,2015-06-24T04:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Electricity Access (Rural) Expansion Project Phase II -- P101556,to_screen,FALSE,"Energy,Finance and Financial Sector Development,Rural Development",http://documents.worldbank.org/curated/en/451521468187793255/pdf/ICR3135-P101556-Box391489B-PUBLIC-disclosed-6-24-15.pdf,http://documents.worldbank.org/curated/en/451521468187793255,Ethiopia - Second Electricity Access (Rural) Expansion Project,ICR3135
30258371,P101645,Tanzania - Energy Development Access Expansion Project,2018-06-27T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-TZ-Energy Development & Access Expansion Project -- P101645,to_screen,FALSE,"Energy,Rural Development",http://documents.worldbank.org/curated/en/437881531497722984/pdf/P101645-TZ-Energy-Development-and-Access-Expansion-Project-ICR-Final-07102018.pdf,http://documents.worldbank.org/curated/en/437881531497722984,Tanzania - Energy Development Access Expansion Project,ICR4395
31250698,P102000,Ghana - Transport Sector Project,2019-06-24T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-Transport Sector Project -- P102000,to_screen,FALSE,"Health, Nutrition and Population,Transport,Urban Development",http://documents.worldbank.org/curated/en/286621563296647466/pdf/Ghana-Transport-Sector-Project.pdf,http://documents.worldbank.org/curated/en/286621563296647466,Ghana - Transport Sector Project,ICR4760
24594203,P102031,Mauritania - Business Environment Enhancement Project,2015-05-29T04:00:00Z,Implementation Completion and Results Report,Mauritania,MR-MR - Business Environment Enhancement Project -- P102031,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/739451468001777692/pdf/ICR3399-P102031-Box391461-PUBLIC-Disclosed-6-4-2015.pdf,http://documents.worldbank.org/curated/en/739451468001777692,Mauritania - Business Environment Enhancement Project,ICR3399
26350063,P102299,Botswana - National HIV and AIDS Prevention Support Project,2016-04-28T04:00:00Z,Implementation Completion and Results Report,Botswana,BW-Botswana National HIV/AIDS Prevention Support Project -- P102299,to_screen,FALSE,"Health, Nutrition and Population",http://documents.worldbank.org/curated/en/354101467990942497/pdf/ICR3511-P102299-Box394888B-OUO-9.pdf,http://documents.worldbank.org/curated/en/354101467990942497,Botswana - National HIV and AIDS Prevention Support Project,ICR3511
34010353,P102368,Botswana - Integrated Transport Project,2023-02-28T05:00:00Z,Implementation Completion and Results Report,Botswana,BW-Integrated Transport -- P102368,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099213502272315065/pdf/BOSIB0474278330d008e6f0b8db7f2a7b73.pdf,http://documents.worldbank.org/curated/en/099213502272315065,NA,ICR5871
40017099,P102459,"Zambia - Irrigation Development and Support Project 
",2025-05-28T04:00:00Z,Implementation Completion and Results Report,Zambia,ZM-Irrigation Development and Support Project -- P102459,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099052925050529387/pdf/BOSIB-c3ee34f4-5b92-47cf-870f-e7b11bc11393.pdf,http://documents.worldbank.org/curated/en/099052925050529387,NA,ICR00296
30258372,P103037,Kenya - Electrification Expansion Project,2018-06-30T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Electricity Expansion -- P103037,to_screen,FALSE,"Energy,Industry,Macroeconomics and Economic Growth,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/328821531497639930/pdf/ICR00004496-07102018.pdf,http://documents.worldbank.org/curated/en/328821531497639930,Kenya - Electrification Expansion Project,ICR4496
30727025,P103298,Africa - Second Phase of the Lake Victoria Environmental Management Project,2018-12-13T05:00:00Z,Implementation Completion and Results Report,Africa,"3A-AFCC2/RI-Lake Victoria Environmental Management Project II -- P103298,3A-AFCC2/RI-Lake Victoria Environmental Management Project Phase II -- P100406",in_scope,TRUE,"Agriculture,Energy,Environment,Water Resources",http://documents.worldbank.org/curated/en/866591545927201610/pdf/icr00001562-p100406-icr-document-12182018-636810265632510409.pdf,http://documents.worldbank.org/curated/en/866591545927201610,Africa - Second Phase of the Lake Victoria Environmental Management Project,ICR1562
29263108,P103633,Tanzania - Second Central Transport Corridor Project,2017-12-07T05:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Second Central Transport Corridor Project -- P103633,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/210491513006516919/pdf/ICR-P103633-2017-12-05-18-08-12062017.pdf,http://documents.worldbank.org/curated/en/210491513006516919,Tanzania - Second Central Transport Corridor Project,ICR4196
26837672,P104041,"Congo, Democratic Republic of - Enhancing Governance Capacity Project",2016-09-30T04:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of",ZR-DRC Enhancing Governance Capacity -- P104041,to_screen,FALSE,"Governance,Health, Nutrition and Population,Public Sector Development",http://documents.worldbank.org/curated/en/944761475519733701/pdf/ICR-Main-Document-P104041-2016-09-29-13-03-002-09302016.pdf,http://documents.worldbank.org/curated/en/944761475519733701,"Congo, Democratic Republic of - Enhancing Governance Capacity Project",ICR3841
26837668,P104266,Tunisia - Energy Efficiency Project,2016-09-27T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Energy Efficiency -- P104266,to_screen,FALSE,"Energy,Environment",http://documents.worldbank.org/curated/en/134241475519900776/pdf/ICR-Main-Document-P104266-2016-09-29-14-52-09302016.pdf,http://documents.worldbank.org/curated/en/134241475519900776,Tunisia - Energy Efficiency Project,ICR3836
23950246,P104405,Nigeria - Pre-paid Health Scheme Pilot in Nigeria Project,2015-01-30T05:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Pre-paid Health Scheme Pilot in Nigeria -- P104405,to_screen,FALSE,"Health, Nutrition and Population",http://documents.worldbank.org/curated/en/900161468292223128/pdf/ICR32110P1044050Box385412B00OUO090.pdf,http://documents.worldbank.org/curated/en/900161468292223128,Nigeria - Pre-paid Health Scheme Pilot in Nigeria Project,ICR3211
29326509,P104456,Cameroon - Energy Sector Development Project,2017-12-27T05:00:00Z,Implementation Completion and Results Report,Cameroon,CM-CM-Energy Sector Development SIL (FY08) -- P104456,to_screen,FALSE,"Energy,Environment,Industry,Science and Technology Development",http://documents.worldbank.org/curated/en/433991514911093235/pdf/ICR00004076-12282017.pdf,http://documents.worldbank.org/curated/en/433991514911093235,Cameroon - Energy Sector Development Project,ICR4076
